,itemFilter,item,manu,descr,stockQty,firmName,link,quantity,price
30,74LVCH2T45DC,74LVCH2T45DC-Q100125,Nexperia,"Nexperia 74LVCH2T45DC-Q100 Bus Transceiver, LVC/LCX/Z Series, 1-Func, 2-Bit, True Output, CMOS, PDSO... more",3000,Rochester Electronics ECIA (NEDA) Member • Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg3_CvBddcYhhhlRyBeCaRieRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq0Z1UPEo-eBISHIzvYSjAGifbohl5NFtFc_AZlorr5ieEM1recBNK34sbDtt-ZrqqBfmT6VM8SIGGNKkCBiOJXDbrrJt96ECyzLf5cszo0BR42fGILZ8VMoV2mFO0ci-d6pW8EFnl6iPDx_wsrwxO2GPxoGACKX5GKtnzAPfmK_3jkzzJcZGWdMPrk4SrWtQB2KIlbwVnf3yUEhsB1RGK3cJes4WMp6IEWNoHCJtKjUQ6FvJ8P4ItcNnMg8VLIRABQ,1,$0.2651
31,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,Bus Transceivers 2CHAN 5.5V 250mW,1395,Mouser Electronics ECIA (NEDA) Member • Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg0s8FUKZgM5rJugkYW1NY7qRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLqyYv6ENsgD8sE1xJIO-OaV9qRMnoPNfRWwAGqiPVyn19YFiUR37R2TLZvzHzsz8I_i-gcZF0DnjUJZP6Vjnc0IXwJtgE3BYIHbe5Vsx3_fPj_CTzB-EnazVBhi8QE5_XOEHWypAPK5HO-qFzYedBLcNrbJ-oEbpD9DI3bzvhREECbAymkhzdovj2Qt0gvpOzv2wbQcxsb8U3_QW08AxQzwhnS-bxFDLwaZv3vxqJAgxAfd9M9aFumafex5g6t0a9xuXIyhJRPAVizKYDPkgrrTJZM--qTfkcjBwyvNBddEYDUv3XYmhIXOIbisfoi5yMPg,1,$0.5500
32,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,Bus Transceivers 2CHAN 5.5V 250mW,1395,Mouser Electronics ECIA (NEDA) Member • Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg0s8FUKZgM5rJugkYW1NY7qRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLqyYv6ENsgD8sE1xJIO-OaV9qRMnoPNfRWwAGqiPVyn19YFiUR37R2TLZvzHzsz8I_i-gcZF0DnjUJZP6Vjnc0IXwJtgE3BYIHbe5Vsx3_fPj_CTzB-EnazVBhi8QE5_XOEHWypAPK5HO-qFzYedBLcNrbJ-oEbpD9DI3bzvhREECbAymkhzdovj2Qt0gvpOzv2wbQcxsb8U3_QW08AxQzwhnS-bxFDLwaZv3vxqJAgxAfd9M9aFumafex5g6t0a9xuXIyhJRPAVizKYDPkgrrTJZM--qTfkcjBwyvNBddEYDUv3XYmhIXOIbisfoi5yMPg,10,$0.4730
33,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,Bus Transceivers 2CHAN 5.5V 250mW,1395,Mouser Electronics ECIA (NEDA) Member • Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg0s8FUKZgM5rJugkYW1NY7qRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLqyYv6ENsgD8sE1xJIO-OaV9qRMnoPNfRWwAGqiPVyn19YFiUR37R2TLZvzHzsz8I_i-gcZF0DnjUJZP6Vjnc0IXwJtgE3BYIHbe5Vsx3_fPj_CTzB-EnazVBhi8QE5_XOEHWypAPK5HO-qFzYedBLcNrbJ-oEbpD9DI3bzvhREECbAymkhzdovj2Qt0gvpOzv2wbQcxsb8U3_QW08AxQzwhnS-bxFDLwaZv3vxqJAgxAfd9M9aFumafex5g6t0a9xuXIyhJRPAVizKYDPkgrrTJZM--qTfkcjBwyvNBddEYDUv3XYmhIXOIbisfoi5yMPg,100,$0.3530
34,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,Bus Transceivers 2CHAN 5.5V 250mW,1395,Mouser Electronics ECIA (NEDA) Member • Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg0s8FUKZgM5rJugkYW1NY7qRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLqyYv6ENsgD8sE1xJIO-OaV9qRMnoPNfRWwAGqiPVyn19YFiUR37R2TLZvzHzsz8I_i-gcZF0DnjUJZP6Vjnc0IXwJtgE3BYIHbe5Vsx3_fPj_CTzB-EnazVBhi8QE5_XOEHWypAPK5HO-qFzYedBLcNrbJ-oEbpD9DI3bzvhREECbAymkhzdovj2Qt0gvpOzv2wbQcxsb8U3_QW08AxQzwhnS-bxFDLwaZv3vxqJAgxAfd9M9aFumafex5g6t0a9xuXIyhJRPAVizKYDPkgrrTJZM--qTfkcjBwyvNBddEYDUv3XYmhIXOIbisfoi5yMPg,500,$0.2770
35,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,Bus Transceivers 2CHAN 5.5V 250mW,1395,Mouser Electronics ECIA (NEDA) Member • Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg0s8FUKZgM5rJugkYW1NY7qRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLqyYv6ENsgD8sE1xJIO-OaV9qRMnoPNfRWwAGqiPVyn19YFiUR37R2TLZvzHzsz8I_i-gcZF0DnjUJZP6Vjnc0IXwJtgE3BYIHbe5Vsx3_fPj_CTzB-EnazVBhi8QE5_XOEHWypAPK5HO-qFzYedBLcNrbJ-oEbpD9DI3bzvhREECbAymkhzdovj2Qt0gvpOzv2wbQcxsb8U3_QW08AxQzwhnS-bxFDLwaZv3vxqJAgxAfd9M9aFumafex5g6t0a9xuXIyhJRPAVizKYDPkgrrTJZM--qTfkcjBwyvNBddEYDUv3XYmhIXOIbisfoi5yMPg,1000,$0.2150
36,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,Bus Transceivers 2CHAN 5.5V 250mW,"Americas - 3000
In Stock",TTI ECIA (NEDA) Member • Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTgzH0Ewy3HQ-2t_aviRysrZ6RObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq8iWZt_9YhtXzMezYUR6RUZqRMnoPNfRWwAGqiPVyn190Hb80xV0PpSjI7PwObkn-oa0gBMtvdS-3sElyj13wRfrPvVZA-YqrDQyX9IlU5rRl65NpiVLnf5semlDNa5ebQkR3XODZHg2VDTQARP09t-12pxBbXtCz4AZuy2ocGH816rsdD61cUCyNnnFNrh99zAh3AVNRLdk0qiVz8uCEUWPg5SixTmH3BbNxk-h9DRe,3000,$0.2760
37,74LVCH2T45DC,74LVCH2T45DC 125,Nexperia,Bus Transceivers BUS TRANSCEIVERS,"Americas - 3000
In Stock",TTI ECIA (NEDA) Member • Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTgzH0Ewy3HQ-2t_aviRysrZ6RObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq8iWZt_9YhtXzMezYUR6RUZqRMnoPNfRWwAGqiPVyn190Hb80xV0PpSjI7PwObkn-oa0gBMtvdS-3sElyj13wRfrPvVZA-YqrDQyX9IlU5rRl65NpiVLnf5semlDNa5ebQkR3XODZHg2VDTQARP09t-12pxBbXtCz4AZuy2ocGH816rsdD61cUCyNnnFNrh99zAh3AVNRLdk0qiVz8uCEUWPg5SixTmH3BbNxk-h9DRe,3000,$0.2760
38,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,"TRANSLATING TRANSCEIVER, -40 TO 125DEG C ROHS COMPLIANT: YES",691,Newark Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg1v9KMhbL_bWNOAZmVw7wfiRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq0L4uATKtGQ_9yxKu6FMf7dzB4oI3sfmT5WxyAw0RMU7kIF7bWSJHDlG6iLRbIbxnV2In9Qm5yZ0EWjKBbeNqtLwsiB-U_GtHrZHhf4byT4b2KQz7SF16UxXJH6YF_tnb1AZ3YwzuKcqNWZwSylAfaSEU8zCi5IGm69aVFfS_8rI_ZT2euacyjId9AXHIc6tGuz3AHY2LfGncK_azcw8P-8,250,$0.2410
39,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,"TRANSLATING TRANSCEIVER, -40 TO 125DEG C ROHS COMPLIANT: YES",691,Newark Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg1v9KMhbL_bWNOAZmVw7wfiRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq0L4uATKtGQ_9yxKu6FMf7dzB4oI3sfmT5WxyAw0RMU7kIF7bWSJHDlG6iLRbIbxnV2In9Qm5yZ0EWjKBbeNqtLwsiB-U_GtHrZHhf4byT4b2KQz7SF16UxXJH6YF_tnb1AZ3YwzuKcqNWZwSylAfaSEU8zCi5IGm69aVFfS_8rI_ZT2euacyjId9AXHIc6tGuz3AHY2LfGncK_azcw8P-8,100,$0.2550
40,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,"TRANSLATING TRANSCEIVER, -40 TO 125DEG C ROHS COMPLIANT: YES",691,Newark Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg1v9KMhbL_bWNOAZmVw7wfiRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq0L4uATKtGQ_9yxKu6FMf7dzB4oI3sfmT5WxyAw0RMU7kIF7bWSJHDlG6iLRbIbxnV2In9Qm5yZ0EWjKBbeNqtLwsiB-U_GtHrZHhf4byT4b2KQz7SF16UxXJH6YF_tnb1AZ3YwzuKcqNWZwSylAfaSEU8zCi5IGm69aVFfS_8rI_ZT2euacyjId9AXHIc6tGuz3AHY2LfGncK_azcw8P-8,50,$0.2730
41,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,"TRANSLATING TRANSCEIVER, -40 TO 125DEG C ROHS COMPLIANT: YES",691,Newark Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg1v9KMhbL_bWNOAZmVw7wfiRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq0L4uATKtGQ_9yxKu6FMf7dzB4oI3sfmT5WxyAw0RMU7kIF7bWSJHDlG6iLRbIbxnV2In9Qm5yZ0EWjKBbeNqtLwsiB-U_GtHrZHhf4byT4b2KQz7SF16UxXJH6YF_tnb1AZ3YwzuKcqNWZwSylAfaSEU8zCi5IGm69aVFfS_8rI_ZT2euacyjId9AXHIc6tGuz3AHY2LfGncK_azcw8P-8,25,$0.2940
42,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,"TRANSLATING TRANSCEIVER, -40 TO 125DEG C ROHS COMPLIANT: YES",691,Newark Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg1v9KMhbL_bWNOAZmVw7wfiRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq0L4uATKtGQ_9yxKu6FMf7dzB4oI3sfmT5WxyAw0RMU7kIF7bWSJHDlG6iLRbIbxnV2In9Qm5yZ0EWjKBbeNqtLwsiB-U_GtHrZHhf4byT4b2KQz7SF16UxXJH6YF_tnb1AZ3YwzuKcqNWZwSylAfaSEU8zCi5IGm69aVFfS_8rI_ZT2euacyjId9AXHIc6tGuz3AHY2LfGncK_azcw8P-8,10,$0.3120
43,74LVCH2T45DC,"74LVCH2T45DC,125",Nexperia,"TRANSLATING TRANSCEIVER, -40 TO 125DEG C ROHS COMPLIANT: YES",691,Newark Authorized Distributor,http://analytics.supplyframe.com/trackingservlet/track/?r=mk39-BIyByk9P2gCOsCTg1v9KMhbL_bWNOAZmVw7wfiRObL5oZAXHHIl3cdl2uRgzw_HYYHxHl4gqRtB6mQLq0L4uATKtGQ_9yxKu6FMf7dzB4oI3sfmT5WxyAw0RMU7kIF7bWSJHDlG6iLRbIbxnV2In9Qm5yZ0EWjKBbeNqtLwsiB-U_GtHrZHhf4byT4b2KQz7SF16UxXJH6YF_tnb1AZ3YwzuKcqNWZwSylAfaSEU8zCi5IGm69aVFfS_8rI_ZT2euacyjId9AXHIc6tGuz3AHY2LfGncK_azcw8P-8,1,$0.3610
